timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1508055238511,73,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-42,text,true,,0,0,48,48,0,0,0
1508055238521,62,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-43,text,true,,0,0,48,48,0,0,0
1508055238496,88,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-41,text,true,,0,0,48,48,0,0,0
1508055238530,53,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-44,text,true,,0,0,48,48,0,0,0
1508055238584,1,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-46,text,true,,0,0,48,48,0,0,0
1508055238584,1,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-43,text,true,,0,0,48,48,0,0,0
1508055238585,1,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-46,text,true,,0,0,48,48,0,0,0
1508055238585,1,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-43,text,true,,0,0,48,48,0,0,0
1508055238585,1,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-42,text,true,,0,0,48,48,0,0,0
1508055238587,0,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-42,text,true,,0,0,48,48,0,0,0
1508055238585,3,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-44,text,true,,0,0,48,48,0,0,0
1508055238484,104,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-40,text,true,,0,0,48,48,0,0,0
1508055238588,0,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-44,text,true,,0,0,48,48,0,0,0
1508055238584,5,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-45,text,true,,0,0,48,48,0,0,0
1508055238589,0,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-45,text,true,,0,0,48,48,0,0,0
1508055238589,1,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-47,text,true,,0,0,48,48,0,0,0
1508055238578,12,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-48,text,true,,0,0,48,48,0,0,0
1508055238590,1,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-47,text,true,,0,0,48,48,0,0,0
1508055238589,2,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-40,text,true,,0,0,49,49,0,0,0
1508055238473,119,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-39,text,true,,0,0,49,49,0,0,0
1508055238592,0,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-49,text,true,,0,0,49,49,0,0,0
1508055238592,0,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-40,text,true,,0,0,49,49,0,0,0
1508055238585,8,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-41,text,true,,0,0,49,49,0,0,0
1508055238466,127,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-38,text,true,,0,0,49,49,0,0,0
1508055238592,1,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-39,text,true,,0,0,49,49,0,0,0
1508055238592,1,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-49,text,true,,0,0,49,49,0,0,0
1508055238593,1,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-41,text,true,,0,0,49,49,0,0,0
1508055238593,1,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-39,text,true,,0,0,49,49,0,0,0
1508055238593,1,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-49,text,true,,0,0,49,49,0,0,0
1508055238593,1,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-38,text,true,,0,0,49,49,0,0,0
1508055238406,189,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-33,text,true,,0,0,49,49,0,0,0
1508055238440,156,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-36,text,true,,0,0,49,49,0,0,0
1508055238595,1,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-38,text,true,,0,0,49,49,0,0,0
1508055238415,181,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-34,text,true,,0,0,49,49,0,0,0
1508055238595,1,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-33,text,true,,0,0,49,49,0,0,0
1508055238428,169,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-35,text,true,,0,0,49,49,0,0,0
1508055238597,0,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-33,text,true,,0,0,49,49,0,0,0
1508055238597,0,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-34,text,true,,0,0,49,49,0,0,0
1508055238597,1,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-35,text,true,,0,0,49,49,0,0,0
1508055238598,0,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-34,text,true,,0,0,49,49,0,0,0
1508055238598,0,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-35,text,true,,0,0,49,49,0,0,0
1508055238451,148,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-37,text,true,,0,0,49,49,0,0,0
1508055238596,3,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-36,text,true,,0,0,49,49,0,0,0
1508055238599,2,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-37,text,true,,0,0,49,49,0,0,0
1508055238599,1,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-36,text,true,,0,0,49,49,0,0,0
1508055238601,1,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-37,text,true,,0,0,49,49,0,0,0
1508055238384,218,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-31,text,true,,0,0,49,49,0,0,0
1508055238396,206,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-32,text,true,,0,0,49,49,0,0,0
1508055238602,1,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-50,text,true,,0,0,50,50,0,0,0
1508055238377,226,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-30,text,true,,0,0,50,50,0,0,0
1508055238603,1,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-30,text,true,,0,0,50,50,0,0,0
1508055238603,2,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-32,text,true,,0,0,50,50,0,0,0
1508055238604,1,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-30,text,true,,0,0,50,50,0,0,0
1508055238361,244,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-29,text,true,,0,0,50,50,0,0,0
1508055238605,1,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-32,text,true,,0,0,50,50,0,0,0
1508055238603,3,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-50,text,true,,0,0,50,50,0,0,0
1508055238605,1,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-29,text,true,,0,0,50,50,0,0,0
1508055238606,0,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-50,text,true,,0,0,50,50,0,0,0
1508055238606,1,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-29,text,true,,0,0,50,50,0,0,0
1508055238352,258,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-28,text,true,,0,0,50,50,0,0,0
1508055238611,2,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-28,text,true,,0,0,50,50,0,0,0
1508055238602,12,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-31,text,true,,0,0,50,50,0,0,0
1508055238613,1,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-28,text,true,,0,0,50,50,0,0,0
1508055238614,0,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-31,text,true,,0,0,50,50,0,0,0
1508055238590,24,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-48,text,true,,0,0,50,50,0,0,0
1508055238616,1,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-48,text,true,,0,0,50,50,0,0,0
1508055238639,4,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-51,text,true,,0,0,51,51,0,0,0
1508055238643,1,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-51,text,true,,0,0,51,51,0,0,0
1508055238644,39,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-51,text,true,,0,0,53,53,0,0,0
1508055238680,3,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-52,text,true,,0,0,53,53,0,0,0
1508055238680,4,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-53,text,true,,0,0,53,53,0,0,0
1508055238684,1,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-52,text,true,,0,0,53,53,0,0,0
1508055238684,1,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-53,text,true,,0,0,53,53,0,0,0
1508055238685,0,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-52,text,true,,0,0,53,53,0,0,0
1508055238685,0,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-53,text,true,,0,0,53,53,0,0,0
1508055238686,0,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-54,text,true,,0,0,54,54,0,0,0
1508055238687,1,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-54,text,true,,0,0,54,54,0,0,0
1508055238688,0,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-54,text,true,,0,0,54,54,0,0,0
1508055238722,1,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-55,text,true,,0,0,55,55,0,0,0
1508055238723,1,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-55,text,true,,0,0,55,55,0,0,0
1508055238725,0,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-55,text,true,,0,0,55,55,0,0,0
1508055238740,1,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-56,text,true,,0,0,56,56,0,0,0
1508055238741,1,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-56,text,true,,0,0,56,56,0,0,0
1508055238743,0,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-56,text,true,,0,0,56,56,0,0,0
1508055238752,0,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-57,text,true,,0,0,57,57,0,0,0
1508055238753,1,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-57,text,true,,0,0,57,57,0,0,0
1508055238754,0,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-57,text,true,,0,0,57,57,0,0,0
1508055238775,0,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-59,text,true,,0,0,58,58,0,0,0
1508055238783,1,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-58,text,true,,0,0,59,59,0,0,0
1508055238784,3,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-58,text,true,,0,0,59,59,0,0,0
1508055238776,12,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-59,text,true,,0,0,60,60,0,0,0
1508055238788,1,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-59,text,true,,0,0,60,60,0,0,0
1508055238787,2,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-60,text,true,,0,0,60,60,0,0,0
1508055238787,2,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-58,text,true,,0,0,60,60,0,0,0
1508055238789,1,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-60,text,true,,0,0,60,60,0,0,0
1508055238790,0,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-60,text,true,,0,0,60,60,0,0,0
1508055238798,6,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-61,text,true,,0,0,61,61,0,0,0
1508055238804,1,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-61,text,true,,0,0,61,61,0,0,0
1508055238805,1,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-61,text,true,,0,0,61,61,0,0,0
1508055238817,2,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-62,text,true,,0,0,62,62,0,0,0
1508055238819,1,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-62,text,true,,0,0,62,62,0,0,0
1508055238820,1,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-62,text,true,,0,0,62,62,0,0,0
1508055238829,1,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-63,text,true,,0,0,63,63,0,0,0
1508055238830,1,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-63,text,true,,0,0,63,63,0,0,0
1508055238831,1,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-63,text,true,,0,0,63,63,0,0,0
1508055238842,1,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-64,text,true,,0,0,64,64,0,0,0
1508055238843,2,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-64,text,true,,0,0,64,64,0,0,0
1508055238846,0,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-64,text,true,,0,0,64,64,0,0,0
1508055238853,0,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-65,text,true,,0,0,65,65,0,0,0
1508055238854,1,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-65,text,true,,0,0,65,65,0,0,0
1508055238855,1,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-65,text,true,,0,0,65,65,0,0,0
1508055238862,1,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-66,text,true,,0,0,66,66,0,0,0
1508055238863,4,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-66,text,true,,0,0,66,66,0,0,0
1508055238867,1,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-66,text,true,,0,0,66,66,0,0,0
1508055238903,1,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-67,text,true,,0,0,67,67,0,0,0
1508055238905,2,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-67,text,true,,0,0,68,68,0,0,0
1508055238907,1,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-67,text,true,,0,0,68,68,0,0,0
1508055238907,1,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-68,text,true,,0,0,68,68,0,0,0
1508055238908,1,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-68,text,true,,0,0,68,68,0,0,0
1508055238909,1,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-68,text,true,,0,0,68,68,0,0,0
1508055238916,1,PROF - 0010 - EXC - NormalTraffic,200,OK,Thread Group 1-69,text,true,,0,0,69,69,0,0,0
1508055238917,1,PROF - 0020 - EXC - Random main action,200,OK,Thread Group 1-69,text,true,,0,0,69,69,0,0,0
1508055238919,1,FTUT - 0010 - EXC - JSR223 Sampler - FunctionUtils,200,OK,Thread Group 1-69,text,true,,0,0,69,69,0,0,0
1508055238349,592,LPDT - 0010 - EXC - JSR223 Sampler - Load PRODUCTS_DATA,200,,Thread Group 1-6,text,true,,357,0,69,69,0,0,0
1508055238806,135,LPDT - 0010 - EXC - JSR223 Sampler - Load PRODUCTS_DATA,200,,Thread Group 1-61,text,true,,357,0,69,69,0,0,0
